date,,平均,平均,合計,最大,,avg,max,min,平均,最小,平均,最大風速,,最大瞬間風速,,(h),降雪,最深積雪,昼,夜,place
2023/5/29,29,951.2,1011.2,68.5,7,3,18.6,20.8,15.7,95,69,2.4,4.8,南南西,8.1,南南西,0,--,--,,,iida
2023/5/30,30,947.8,1007,4,4,1,21.2,26.8,17.9,77,50,2.3,6.4,南南西,9.3,西南西,4.5,--,--,,,iida
2023/5/31,31,950,1009.9,--,--,--,18.9,23.4,15.8,66,45,2.5,6.5,南,9.2,南,4.8,--,--,,,iida
2023/6/1,1,952.3,1012.2,0,0,0,19.5,24.5,14.7,68,47,3.2,7.9,南,11.6,南,5.7,--,--,,,iida
2023/6/2,2,942.9,1002.3,164,26.5,8,18.6,20,16.9,98,91,2.6,7.9,西,16.7,西,0,--,--,,,iida
2023/6/3,3,940.3,999.3,9,3,1,19.8,27.9,13.6,72,40,2.5,7.1,東北東,12.1,東北東,8.6,--,--,,,iida
2023/6/4,4,948.8,1008.8,--,--,--,18,25.4,10.7,59,28,3.1,10.1,西北西,14.1,西北西,9.3,--,--,,,iida
2023/6/5,5,949.9,1009.7,--,--,--,19.2,26.8,12.2,56,25,2.4,8.4,西北西,14.3,西北西,6.9,--,--,,,iida
2023/6/6,6,949.7,1010.2,6,2,0.5,16.2,22,12.8,79,48,1.4,5.4,南,9.8,南,0,--,--,,,iida
2023/6/7,7,948.4,1007.8,4,2.5,1,20.4,28.6,13.9,71,39,2.1,7,西北西,11,西北西,7.9,--,--,,,iida
2023/6/8,8,951,1010.9,12.5,4,1,19.1,24.8,14.9,80,48,2.2,5.4,南南西,8.2,南,4.1,--,--,,,iida
2023/6/9,9,945.6,1004.9,44,13.5,6,20,26.6,15.3,84,54,2.2,6.1,南,8.3,南,1.2,--,--,,,iida
2023/6/10,10,951.6,1011.1,--,--,--,20.8,25.7,16.1,73,51,2.3,5.8,南南西,8.6,南,3.9,--,--,,,iida
2023/6/11,11,951.8,1011.9,25.5,5,1,18.5,20,17.4,96,84,0.8,2.2,北西,2.9,北西,0,--,--,,,iida
2023/6/12,12,948.4,1008.1,16.5,3.5,1,19,21.2,17.4,97,90,1.2,3.1,北東,5,東北東,0,--,--,,,iida
2023/6/13,13,944.9,1003.4,0,0,0,23.3,30.4,17.2,72,44,2.3,6.3,西,9.8,南,10,--,--,,,iida
2023/6/14,14,946.4,1005.4,1.5,1,0.5,21.7,26.1,19,83,58,1.7,4,北東,6.7,北東,0.6,--,--,,,iida
2023/6/15,15,947,1006.3,2,1,0.5,20.7,23.7,18.7,88,67,1.5,4.1,南南西,5.9,南南西,0,--,--,,,iida
2023/6/16,16,949.5,1008.8,1.5,1.5,1,21,27.4,16.8,69,35,3,9.3,西,14.2,西,9.4,--,--,,,iida
2023/6/17,17,953.2,1012.5,--,--,--,22.4,32.3,14.2,61,22,2.1,7.5,西北西,12.5,西北西,13.4,--,--,,,iida
2023/6/18,18,948,1006.9,--,--,--,22.3,29.8,16.2,72,39,1.8,5.4,南南西,8,南西,9.2,--,--,,,iida
2023/6/19,19,944.4,1003.1,0,0,0,22.6,30.2,17.3,70,43,2.3,7.3,南,10.8,南南東,9.8,--,--,,,iida
2023/6/20,20,950,1009.3,--,--,--,21.5,28.5,16.3,60,44,3.1,7.7,南南西,12.7,南南西,9.4,--,--,,,iida
2023/6/21,21,951.3,1010.8,0,0,0,20.7,26,15.9,68,50,2.7,6.4,南南西,10,南南西,5.2,--,--,,,iida
2023/6/22,22,948.5,1008.7,57,12,3,16.7,18.9,14.7,94,76,1.3,3.7,北北西,5.6,北,0,--,--,,,iida
2023/6/23,23,948.4,1007.8,0.5,0.5,0.5,20.2,25.7,16.3,82,57,2.4,7.5,西南西,11.2,西南西,3.1,--,--,,,iida
2023/6/24,24,953.4,1012.9,--,--,--,21.7,28.4,16,71,41,2.3,5.9,西北西,8.6,南,6.8,--,--,,,iida
2023/6/25,25,954.8,1014.1,--,--,--,22.8,30.8,16.5,72,45,2.3,7,南南西,10.5,南南西,11,--,--,,,iida
2023/6/26,26,954.6,1013.8,--,--,--,23.3,29.8,18.1,68,37,2.4,6.8,南,9.7,南南西,7,--,--,,,iida
2023/6/27,27,955.1,1014,0,0,0,24.2,30.1,19.1,72,50,2.5,6,南,8.5,南南西,2.9,--,--,,,iida
2023/6/28,28,952.1,1010.8,7,4.5,1.5,24.8,32.3,20.7,74,38,2.6,7.4,西北西,14.9,西北西,5.5,--,--,,,iida
2023/6/29,29,948.9,1007.4,26.5,12,4.5,24.3,29.7,19.5,75,49,3.7,8.9,西,13.3,西,7.1,--,--,,,iida
2023/6/30,30,947.6,1006.4,46.5,15,5,22.5,26,20.5,93,80,2.6,6.9,南南西,11,南南西,0.4,--,--,,,iida
2023/7/1,1,946.4,1005,33,12,4.5,23.4,28.6,18.5,86,61,3.4,6.2,南西,10,西,1,--,--,,,iida
2023/7/2,2,949.5,1008,0,2,0,24.4,33.2,16.9,69,23,2.7,7.5,西北西,11.4,西北西,12,--,--,,,iida
2023/7/3,3,947.7,1006,--,--,--,25.2,33.8,18.9,67,29,2.2,7.5,西南西,12.8,西,8.6,--,--,,,iida
2023/7/4,4,945.3,1003.5,--,--,--,24.9,33.8,19.6,67,31,1.8,6.9,東北東,11.4,東北東,10.3,--,--,,,iida
2023/7/5,5,945.1,1004,6,3,1.5,21.5,26.4,18.1,80,48,2.8,7.1,西,11.6,西,0.2,--,--,,,iida
2023/7/6,6,945,1003.4,3.5,3,1.5,24,33.4,18,70,38,2.1,8.5,西北西,12.1,西北西,7.1,--,--,,,iida
2023/7/7,7,950.6,1009,0,0,0,25.3,33.8,18,62,29,2.1,7.4,南南西,10.7,南南西,10.7,--,--,,,iida
2023/7/8,8,949.2,1007.9,13,6,2.5,23.9,26,20.3,90,71,3.5,5.8,西南西,8.4,西南西,0.1,--,--,,,iida
2023/7/9,9,949.2,1007.8,27,6.5,3,24.2,27.6,22.6,93,80,2.5,5.3,西,7.7,南西,0.1,--,--,,,iida
2023/7/10,10,950,1008.2,0,0,0,26.3,33,21.3,75,44,2.6,6.2,南南西,11,南南西,7.4,--,--,,,iida
2023/7/11,11,951,1009.2,0,0,0,26.6,33.5,20.5,70,43,2.6,7.4,西,10.9,西南西,11.5,--,--,,,iida
2023/7/12,12,950.1,1008.7,8.5,6,5.5,24.5,32.1,20.5,79,44,2.5,8.8,西北西,13.7,西,4.6,--,--,,,iida
2023/7/13,13,950.2,1009.3,41,22.5,7.5,22,24.5,19.7,89,76,2.2,6.2,西南西,9.1,西南西,0,--,--,,,iida
2023/7/14,14,951.3,1010.1,0,0,0,23.6,28.6,20,83,59,1.8,4.1,北西,6.5,南西,0.4,--,--,,,iida
2023/7/15,15,951.6,1010,2.5,1.5,0.5,25.4,30,21.2,78,58,2.5,5.1,南西,7.8,南南西,0.7,--,--,,,iida
2023/7/16,16,953.2,1011.2,0,0,0,27.9,34.7,23.1,68,39,3.6,8.2,西北西,12.6,西,9.1,--,--,,,iida
2023/7/17,17,954.7,1012.7,--,--,--,28.5,37,21.4,65,35,2.3,5.8,西,9.8,西北西,13.2,--,--,,,iida
2023/7/18,18,953.5,1011.5,--,--,--,28.2,35.4,21.7,67,39,2,5.9,西,8.7,西南西,11.9,--,--,,,iida
2023/7/19,19,947.9,1005.9,0.5,0.5,0.5,26.3,33,22.9,74,35,2.4,7.9,西北西,13.4,西北西,4.6,--,--,,,iida
2023/7/20,20,947.3,1005.3,--,0,--,26.2,34.1,20.3,68,38,2.7,7.7,南南東,15,南,11.6,--,--,,,iida
2023/7/21,21,953.9,1012.5,--,--,--,25.4,32.1,20.8,70,40,2.5,8.4,南,12.1,南,8.5,--,--,,,iida
2023/7/22,22,957.4,1016.1,--,--,--,26.1,32.7,21.5,70,42,2.7,7.3,南,11.6,南,10.2,--,--,,,iida
2023/7/23,23,956.4,1014.9,--,--,--,26.7,32.7,23,69,45,2.3,5.7,西北西,8.9,南,7.3,--,--,,,iida
2023/7/24,24,955.6,1013.9,--,--,--,27.2,34.3,21.5,65,35,2.8,6.4,南,13,南西,10.9,--,--,,,iida
2023/7/25,25,956.4,1014.7,--,--,--,27.9,35.6,22.2,64,29,2.5,6.4,西北西,11.3,南,10.7,--,--,,,iida
2023/7/26,26,957.1,1015.4,1,1,1,27.9,35.9,23.6,69,32,2.2,6.6,西,11,西,8.4,--,--,,,iida
2023/7/27,27,956.6,1015.1,1,1,0.5,26.4,35.4,22.4,76,34,2.2,7,西北西,11.7,西北西,7.9,--,--,,,iida
2023/7/28,28,957.1,1015.9,1.5,1.5,1,25.7,34.2,21.9,79,46,1.9,7.2,南,11.5,南,5.3,--,--,,,iida
2023/7/29,29,957.8,1016.4,--,--,--,26.9,34.1,21.9,73,44,2.2,6.2,南,9.7,南南東,7.3,--,--,,,iida
2023/7/30,30,957.1,1015.3,--,--,--,27.9,35.3,21.9,68,40,2.5,6.1,南南東,10.1,南,10.7,--,--,,,iida
2023/7/31,31,955.1,1013.2,0,0,0,28.1,34.2,23.8,67,45,2.9,7.3,西北西,11.8,西北西,7.4,--,--,,,iida
2023/1/1,1,1022.1,1023.8,1,0.5,0.5,19.9,20.7,18.7,71,63,7.4,9.5,東北東,14.4,東北東,0,,,雨時々曇,雨時々曇,ishigakijima
2023/1/2,2,1021.8,1023.6,6.5,3.5,1.5,19.5,21,17.3,79,68,6.1,8.2,東,12.8,東,0,,,雨後時々曇,曇一時雨後晴,ishigakijima
2023/1/3,3,1021,1022.8,4.5,2.5,2,20.6,24.6,17.8,73,56,5,9.5,北東,15.4,北東,6.3,,,晴後曇一時雨,雨時々曇,ishigakijima
2023/1/4,4,1021.8,1023.6,4,2,0.5,19.2,20.9,17.3,81,70,7.1,8.9,北東,14,北東,0.3,,,雨時々曇,曇時々雨,ishigakijima
2023/1/5,5,1021.2,1022.9,9.5,4.5,2,20.5,22,18.6,76,67,6.8,9.2,東南東,13.5,東,0,,,曇時々雨,雨時々曇,ishigakijima
2023/1/6,6,1019.7,1021.4,5,3.5,1,19.3,21,17.7,86,72,4.3,7.3,南東,11.2,東,0,,,雨時々曇,曇時々雨,ishigakijima
2023/1/7,7,1020.1,1021.9,1.5,1.5,1,18.8,21.8,17.2,67,48,5,9.3,北東,13,北東,6.9,,,晴時々曇,曇一時晴,ishigakijima
2023/1/8,8,1021,1022.8,--,--,--,19.7,23.1,16.9,63,51,4.1,6.6,東,9.3,東南東,4.5,,,晴時々曇,晴後時々曇,ishigakijima
2023/1/9,9,1019.3,1021,0,0,0,21.8,24.5,19.9,64,57,4.7,6.4,東,9.6,東,4.4,,,曇時々晴一時雨,曇時々晴,ishigakijima
2023/1/10,10,1017.6,1019.3,0,0,0,22.4,25.1,21.1,61,51,5.6,7.9,東,11.5,東,5.3,,,曇一時雨後晴,曇,ishigakijima
2023/1/11,11,1017,1018.7,--,--,--,22.6,24.8,21.3,63,51,5.9,7.5,東南東,11.2,東南東,3,,,曇時々晴,曇後時々晴,ishigakijima
2023/1/12,12,1016.1,1017.8,1,0.5,0.5,22.6,25.1,21.3,80,71,5.4,7.9,東南東,12,東南東,4,,,晴後雨時々曇,曇一時雨,ishigakijima
2023/1/13,13,1013.3,1015,1.5,1.5,1.5,23.5,25.4,21.7,85,75,6,9.7,南南東,14.2,南南東,2,,,雨時々晴後曇,曇一時晴後一時雨,ishigakijima
2023/1/14,14,1009.1,1010.8,8,7,4,24,26.1,22.7,86,77,5.3,7.8,南南東,9.9,南南東,1.7,,,曇一時雨,雨時々曇,ishigakijima
2023/1/15,15,1011.6,1013.3,18.5,9.5,4.5,19.5,22.8,16.6,86,76,6.1,9.6,北北東,16.8,北,0.1,,,雨時々曇,雨時々曇,ishigakijima
2023/1/16,16,1018.4,1020.2,0,0,0,16.2,17.7,14.6,77,67,6.2,8.8,北北東,13.8,北北東,0,,,雨時々曇,曇時々雨,ishigakijima
2023/1/17,17,1019.9,1021.7,--,--,--,18.2,21.8,15.2,70,53,5,6.9,北東,10.4,北東,7.2,,,晴後一時曇,曇時々晴一時雨,ishigakijima
2023/1/18,18,1020.9,1022.7,8,6,2.5,17.4,19.1,15.7,80,66,5,7.7,北北東,11.4,北北東,0.1,,,曇時々雨,雨時々曇,ishigakijima
2023/1/19,19,1020.8,1022.6,0,0,0,17.8,21.6,15.1,74,60,5.1,7.1,北北東,11.1,北北東,1.8,,,曇一時雨,曇時々雨一時晴,ishigakijima
2023/1/20,20,1021.1,1022.8,0,0,0,19.2,22.1,17.5,67,55,5.9,9.3,北東,13.7,東北東,1.5,,,曇時々雨,曇後一時雨一時晴,ishigakijima
2023/1/21,21,1019.6,1021.3,0,0,0,20.2,22.9,16.4,69,57,5.8,8.2,東北東,11.5,東北東,7.4,,,晴時々曇,晴時々曇,ishigakijima
2023/1/22,22,1015.1,1016.8,0,0,0,22.9,25.2,20.8,73,63,7,9.7,南南東,12.9,東南東,2.4,,,曇一時晴,雨時々曇,ishigakijima
2023/1/23,23,1013.2,1014.9,12,7,2.5,20.2,23,18.6,83,67,4.5,7.9,北東,11,北北東,0.7,,,曇時々雨,雨時々曇,ishigakijima
2023/1/24,24,1020.6,1022.4,0,0,0,15,19.8,9.7,69,56,9.2,14,北,23.4,北,0,,,雨時々曇,雨時々曇,ishigakijima
2023/1/25,25,1023,1024.8,2.5,0.5,0.5,12.1,16.6,9.1,76,58,5,10.5,北,16.9,北,1.7,,,雨時々曇一時晴,晴時々雨後曇,ishigakijima
2023/1/26,26,1017.7,1019.4,0,0,0,17.8,22,12.9,72,59,3.7,7.2,東南東,10.1,東南東,7.6,,,晴時々曇,曇時々雨,ishigakijima
2023/1/27,27,1018.8,1020.6,0,0,0,15.3,18.3,11.6,66,52,7.9,12.6,北,22.2,北,0,,,曇時々雨,雨時々曇,ishigakijima
2023/1/28,28,1021.3,1023.1,0,0,0,12.5,14.3,11.1,59,52,5.9,9.3,北,15.5,北,0.2,,,雨時々曇,曇,ishigakijima
2023/1/29,29,1021.1,1022.9,0,0,0,14.5,17.9,12.7,59,47,3.9,9,北北東,12.3,北北東,3.2,,,曇一時雨後時々晴,晴,ishigakijima
2023/1/30,30,1021.7,1023.5,--,--,--,14.6,19,11.7,58,43,3.8,6.9,北,10.6,北,8.1,,,晴一時曇,晴,ishigakijima
2023/1/31,31,1018.4,1020.1,--,--,--,17.5,21.4,12,63,50,4.3,7,南東,9.5,南東,6.8,,,晴後時々曇,晴時々曇,ishigakijima
2023/2/1,1,1015.9,1017.6,0,0,0,22.2,24.6,20.1,63,53,4.7,7.8,南,10.4,南,3.5,,,曇時々晴一時雨,曇時々雨,ishigakijima
2023/2/2,2,1017.1,1018.9,1.5,1,0.5,20,22.5,18.5,83,72,4,6.6,北北東,11.2,北,0.1,,,雨時々曇,曇時々雨,ishigakijima
2023/2/3,3,1017.5,1019.2,0,0,0,18.8,20.7,17,81,74,4.9,7.8,北北東,11.3,北北東,0.2,,,曇,雨後曇時々晴,ishigakijima
2023/2/4,4,1017,1018.7,0,0,0,19.7,22.7,17.2,74,63,5,7.1,北東,10,東,3.8,,,曇時々晴,曇,ishigakijima
2023/2/5,5,1015.2,1016.9,0,0,0,21.8,23.3,20.5,74,67,5.1,7.9,南東,11.6,南東,0,,,曇後時々雨,曇後時々晴一時雨,ishigakijima
2023/2/6,6,1012.4,1014.1,7.5,7.5,6,21.7,24.9,19.6,80,74,4.9,10.7,北北西,15.5,北西,0.9,,,曇後晴時々雨,曇一時雨後一時晴,ishigakijima
2023/2/7,7,1014.2,1015.9,--,--,--,21.5,24.9,19.4,81,70,3.4,6.6,北北東,9,北北東,1.1,,,曇時々晴,曇後一時晴,ishigakijima
2023/2/8,8,1016.7,1018.4,0,0,0,21.4,23.6,19.3,75,66,4.6,7.1,東北東,9.5,東,0.4,,,曇後一時雨,曇一時雨後晴,ishigakijima
2023/2/9,9,1015.5,1017.2,0,0,0,22.7,24.6,21.5,79,72,5.7,7.7,南東,10.6,南東,0.6,,,曇一時雨,晴時々曇,ishigakijima
2023/2/10,10,1014.8,1016.5,0.5,0.5,0.5,22,25,19.5,84,75,5,8.8,北東,12.6,北東,1,,,曇後一時雨,雨一時晴後曇,ishigakijima
2023/2/11,11,1014.7,1016.4,--,0,--,22.8,25.4,19.8,85,76,4.5,7.7,東南東,10,東南東,6.9,,,晴時々曇,晴,ishigakijima
2023/2/12,12,1014.3,1016,--,--,--,23.5,25.7,22.1,85,74,4.2,7.3,南,9.4,南,10.5,,,晴,晴,ishigakijima
2023/2/13,13,1012.4,1014.1,0,0,0,23.3,26.3,19.6,85,76,4.5,7.9,北,12.2,北,7.7,,,晴一時曇,曇時々雨,ishigakijima
2023/2/14,14,1016.3,1018.1,0.5,0.5,0.5,17.6,20.2,15.8,79,67,5.9,8.1,北北東,13.3,北北東,0,,,雨時々曇,雨時々曇,ishigakijima
2023/2/15,15,1021.7,1023.5,0,0,0,15.6,16.4,14.6,67,53,6.2,9.1,北,14.7,北北東,0,,,曇時々雨,曇時々雨,ishigakijima
2023/2/16,16,1023.8,1025.6,0,0,0,17.5,20.5,14.8,59,45,4.5,7.7,北北東,11.8,北北東,0.8,,,曇一時雨,曇後一時雨,ishigakijima
2023/2/17,17,1020.9,1022.7,0.5,0.5,0.5,20.9,25,17.5,73,60,4.2,8.8,東南東,12.9,東南東,7.8,,,晴時々曇一時雨,曇一時雨後晴,ishigakijima
2023/2/18,18,1018.6,1020.3,--,--,--,22.5,25.3,20.7,61,49,6.2,8.7,東南東,12.3,東南東,10.6,,,晴,晴後時々曇,ishigakijima
2023/2/19,19,1016.4,1018.1,0,0,0,21.3,25.5,18.9,69,48,5.1,9,北,16,北,6.7,,,晴後曇一時雨,雨時々曇,ishigakijima
2023/2/20,20,1018.2,1020,8,2,0.5,17.2,19.1,15.4,74,58,6.7,9.4,北北東,16.2,北北東,0,,,雨後時々曇,曇時々雨,ishigakijima
2023/2/21,21,1021,1022.8,1.5,1.5,0.5,17.2,18.4,15.1,69,60,7.7,10,北北東,16.6,北北東,0,,,曇時々雨,曇時々雨,ishigakijima
2023/2/22,22,1019.1,1020.9,2.5,2,1,18.5,20.6,15.7,77,61,5.1,7.5,北東,11.7,北北東,0,,,曇時々雨,雨時々曇,ishigakijima
2023/2/23,23,1014.8,1016.5,2,1.5,0.5,21.1,24.5,18.8,86,72,5.6,8.2,東,11.8,東,1.6,,,曇時々雨,雨時々曇,ishigakijima
2023/2/24,24,1014.7,1016.4,15.5,10,6,20.3,24.5,16.5,89,77,5.3,10.3,北北東,16.2,北北東,0.5,,,雨時々曇,雨,ishigakijima
2023/2/25,25,1023.1,1024.9,4,1.5,0.5,16.5,18.3,14.9,82,63,7.5,10.6,北北東,17.9,北北東,0,,,雨,曇時々雨,ishigakijima
2023/2/26,26,1028.1,1029.9,0,0,0,15.6,17.2,14.3,60,54,6.9,10.8,北北東,15.2,北北東,0.8,,,曇時々雨一時晴,曇後時々雨,ishigakijima
2023/2/27,27,1025.8,1027.6,0,0,0,18.2,21.5,15.6,63,51,4.7,7.7,北東,11.2,東北東,1.3,,,曇時々雨,晴後雨時々曇,ishigakijima
2023/2/28,28,1021.8,1023.6,10.5,5.5,3.5,20.2,24.2,16.4,78,58,5.6,8.6,東南東,12.7,東,4.1,,,雨時々晴後曇,曇時々晴,ishigakijima
2023/3/1,1,1018.6,1020.3,3,3,2,20.9,23.2,18.2,74,62,4.8,7.7,東南東,12.1,東,1.5,,,曇時々晴後雨,雨一時晴後曇,ishigakijima
2023/3/2,2,1022.3,1024.1,0,0,0,17.9,20.1,15.5,67,59,6.4,8.7,北,14.2,北,0,,,曇時々雨,晴時々曇,ishigakijima
2023/3/3,3,1023.3,1025.1,--,--,--,17.1,21.1,14.4,58,46,4.1,6.1,北北東,9.3,北東,3.8,,,晴後時々曇,晴,ishigakijima
2023/3/4,4,1022.4,1024.1,--,--,--,18.2,22.5,14.4,62,52,4.1,8.1,北北東,11.9,北北東,8.4,,,晴後一時曇,晴,ishigakijima
2023/3/5,5,1021.6,1023.4,--,--,--,18.7,22.8,15.5,61,51,4.6,7.3,北北東,11.3,北北東,8.6,,,晴,晴,ishigakijima
2023/3/6,6,1021.3,1023,--,--,--,18.9,23.2,15.4,48,31,3.8,6.4,北東,10.3,北東,7.9,,,晴後一時曇,晴後時々曇,ishigakijima
2023/3/7,7,1020.2,1022,--,--,--,20.1,23.9,16.8,51,38,4.2,6.3,東北東,9.6,東北東,7.5,,,晴時々曇,晴後曇,ishigakijima
2023/3/8,8,1018.4,1020.1,--,--,--,21.9,25.5,19.4,55,42,3.6,6.2,東,9.2,東,10.7,,,晴,晴,ishigakijima
2023/3/9,9,1016.1,1017.8,1,1,1,20.9,24.3,18.8,70,57,2.6,5.5,北北東,8.1,北,3,,,晴後曇一時雨,晴,ishigakijima
2023/3/10,10,1016.7,1018.4,--,--,--,21.6,25.8,17.9,60,44,4.9,7.9,東北東,12,北東,10.3,,,晴,晴後一時雨,ishigakijima
2023/3/11,11,1017.3,1019,0.5,0.5,0.5,22.4,26.1,18.6,61,44,4,6.5,東,10.3,東,9.8,,,晴一時雨,晴時々雨一時曇,ishigakijima
2023/3/12,12,1016.5,1018.2,10.5,10.5,5,22.4,26.2,19.2,69,46,4.5,10,北北東,16.3,北北東,5.2,,,晴時々曇,雨時々晴,ishigakijima
2023/3/13,13,1017.8,1019.6,4,10,1.5,17.7,19.3,16.4,77,66,6.6,10.7,北北東,17.2,北北東,0,,,曇時々雨,雨時々曇,ishigakijima
2023/3/14,14,1015.3,1017.1,6.5,2.5,1,18.4,20.5,16.2,80,62,4.2,6.4,北東,10.1,北東,0,,,雨時々曇,雨時々曇,ishigakijima
2023/3/15,15,1015.9,1017.6,0,0,0,21.8,25,17.7,75,61,4.8,7.7,東,10.7,東南東,7.3,,,曇時々晴,晴一時雨後曇,ishigakijima
2023/3/16,16,1017.7,1019.4,0.5,0.5,0.5,23.1,25.6,20.9,77,65,4.2,7.2,東,10,東,5.3,,,晴後曇時々雨,曇一時雨後晴,ishigakijima
2023/3/17,17,1015.2,1016.9,0,0,0,23.9,26.4,22,75,67,5.1,7.3,南南東,9.1,南東,7.4,,,晴,晴後一時雨一時曇,ishigakijima
2023/3/18,18,1014.9,1016.6,0,0,0,21.5,23.7,19.8,76,63,4.6,7.9,北北東,11.5,北東,3.2,,,雨時々晴後曇,曇後一時雨,ishigakijima
2023/3/19,19,1014.2,1015.9,0,0,0,22.5,25.6,20.2,73,62,4.7,7.6,北東,10.6,北東,4.5,,,曇時々晴一時雨,雨一時晴後曇,ishigakijima
2023/3/20,20,1010.7,1012.4,7,4.5,2.5,23.1,25.5,21.2,81,73,5.4,9.7,南南西,12.5,南南西,1.6,,,雨時々晴後曇,雨時々曇後晴,ishigakijima
2023/3/21,21,1008.3,1010,--,--,--,24.2,26.3,21.1,86,80,6.3,11,南南西,13.5,南南西,1.8,,,曇一時晴,曇後晴,ishigakijima
2023/3/22,22,1006.7,1008.4,--,--,--,25.1,27.1,24.2,87,76,6.8,9.6,南,12.8,南南西,3.9,,,曇時々晴,晴時々曇,ishigakijima
2023/3/23,23,1008.6,1010.3,--,--,--,25.5,27.9,24.2,85,76,5.1,8.9,南南西,12.5,南西,8.3,,,晴時々曇,曇後時々晴,ishigakijima
2023/3/24,24,1012.4,1014.1,1,0.5,0.5,24.8,27.5,23.1,87,74,2.5,6.1,北東,8.7,北北東,3.9,,,晴後曇一時雨,曇時々雨,ishigakijima
2023/3/25,25,1012.3,1014,27.5,25.5,11,23.3,25.6,22.1,86,72,5.3,10.3,北東,13.8,北北東,1.3,,,雨時々曇一時晴、雷を伴う,雨時々曇、雷を伴う,ishigakijima
2023/3/26,26,1012.7,1014.4,2,1.5,0.5,20.5,22.6,18.7,83,72,4.6,9.1,北北東,13.5,北北東,0.4,,,雨時々曇,雨時々曇,ishigakijima
2023/3/27,27,1014.8,1016.5,1.5,1,0.5,21.2,24.2,18.8,79,67,5.3,9,北北東,13.1,北東,2.5,,,曇時々晴一時雨,雨時々曇,ishigakijima
2023/3/28,28,1016,1017.7,3,1.5,0.5,20.4,21.3,19.5,84,75,6.5,9,北東,13,北東,0,,,雨一時曇,曇一時雨後時々晴,ishigakijima
2023/3/29,29,1013.3,1015,5,2,1,23.4,26.1,21.2,77,67,5.9,9,東南東,12,東南東,3.3,,,曇時々晴一時雨,大雨,ishigakijima
2023/3/30,30,1009.9,1011.6,69.5,34.5,9,22.9,27.2,21.3,86,66,3.6,6.7,北北西,9.2,北北西,3.3,,,晴後雨時々曇、雷を伴う,雨一時晴後曇,ishigakijima
2023/3/31,31,1011.2,1012.9,0,0,0,21.9,24.6,20.8,74,64,5.3,8.8,北西,12.7,北西,3.7,,,曇時々晴一時雨,曇一時雨後晴,ishigakijima
2023/4/1,1,1010.9,1012.6,0,0,0,21.4,23.1,20,77,68,2.2,4.7,北北西,6.3,北北東,0.1,,,曇時々雨一時晴,曇時々雨一時晴,ishigakijima
2023/4/2,2,1011.5,1013.2,--,0,--,22.1,25.5,19.8,68,51,3.7,8.3,北北東,12.2,北北東,9.7,,,晴,晴後一時曇,ishigakijima
2023/4/3,3,1013.1,1014.8,--,--,--,22.6,26.6,18.4,58,44,4,6.3,東,9.3,東,10,,,晴,晴後一時雨,ishigakijima
2023/4/4,4,1013.2,1014.9,0,0,0,23.8,26.2,22.3,62,54,6.6,9,東南東,12.7,東南東,8.4,,,晴一時雨後一時曇,晴時々曇一時雨,ishigakijima
2023/4/5,5,1012.4,1014.1,0,0,0,24.4,26.7,22.8,68,57,7.1,9.9,南東,13.9,南東,5.6,,,曇後晴,曇時々晴,ishigakijima
2023/4/6,6,1011.2,1012.9,0,0,0,25,27.3,23.8,75,66,6.2,8,南,10.5,南,7.7,,,晴後曇一時雨,晴時々曇,ishigakijima
2023/4/7,7,1012.7,1014.4,4.5,2.5,1,21.4,24.5,18.8,81,69,6,8.6,北北東,14.3,北北東,0,,,雨時々曇,曇時々雨,ishigakijima
2023/4/8,8,1018.7,1020.5,--,--,--,19.9,22.6,17.8,56,46,6.7,9.9,北北東,15.2,北,8.2,,,曇時々晴,晴後一時曇,ishigakijima
2023/4/9,9,1017.6,1019.4,--,--,--,20.7,24.1,17.6,54,44,4.2,6.2,東,9.6,北東,7.9,,,晴一時曇,晴,ishigakijima
2023/4/10,10,1015.2,1016.9,0,0,0,22,25.8,18.2,60,49,4.2,6.9,東南東,10.4,東南東,8.5,,,晴,晴後一時雨,ishigakijima
2023/4/11,11,1012.8,1014.5,--,0,--,23.6,26.5,21.2,67,51,3.6,6.4,南東,9.2,南東,9.1,,,晴一時曇,晴,ishigakijima
2023/4/12,12,1012.1,1013.8,--,--,--,24.9,28.3,21.8,75,62,4,6.9,北東,10.1,北北東,8.8,,,晴,晴,ishigakijima
2023/4/13,13,1011.9,1013.6,1,0.5,0.5,24.9,27.9,22.6,79,63,4.8,7.3,東,10.3,東,8,,,晴後一時雨,雨時々曇一時晴,ishigakijima
2023/4/14,14,1009,1010.7,3,2,1,25.2,27.9,23.5,89,78,4.1,6.1,南南西,8.5,南,3.7,,,曇後晴一時雨,雨後晴一時曇,ishigakijima
2023/4/15,15,1006.3,1008,70.5,46.5,12.5,24,25.7,21.7,88,80,4.6,7.9,南南西,12.2,北,0.7,,,曇時々大雨、雷を伴う,雨後曇時々晴,ishigakijima
2023/4/16,16,1008.6,1010.3,--,--,--,23.6,26.6,19.3,73,57,2.7,4,南南東,6.1,南東,11.3,,,晴一時曇,晴,ishigakijima
2023/4/17,17,1013.4,1015.1,--,--,--,25,28.1,21.8,72,62,4.3,6.5,東南東,9.2,南東,11.3,,,晴,晴後時々曇,ishigakijima
